OBJECTID,Descripcion,Periodo,Fuente,Fecha_Actualizacion,Shape__Area,Shape__Length,Codigo_Muniicipio,Departamento,Municipio,Periodo_1980_1988,Periodo_1989_1996,Periodo_1997_2004,Periodo_2005_2014,Total_1989_2014
582,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.282865432879003,5.96096458466911,27077,CHOCÓ,BAJO BAUDÓ,20,99,878,10079,11076
583,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.295980579377545,3.93366291303537,27099,CHOCÓ,BOJAYÁ,41,511,24027,6885,31464
584,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0309754313453451,1.28457270270005,27135,CHOCÓ,EL CANTÓN DEL SAN PABLO,5,66,349,532,952
585,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.259647470497578,3.47519607566354,27150,CHOCÓ,CARMEN DEL DARIÉN,29,347,11672,3133,15181
586,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0344795441290868,1.5055674416688,27160,CHOCÓ,CÉRTEGUI,20,14,128,132,294
587,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0380735193792252,1.54423798459134,27205,CHOCÓ,CONDOTO,4,81,2251,2486,4822
588,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0676917036064024,1.4309061649153,27245,CHOCÓ,EL CARMEN DE ATRATO,46,502,6358,1508,8414
589,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.335967852369658,4.61631039452369,27250,CHOCÓ,EL LITORAL DEL SAN JUAN,0,24,617,7540,8181
590,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.152877760004629,5.13973425706316,27361,CHOCÓ,ISTMINA,22,180,5795,8891,14888
591,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.102090904732682,3.43606241282891,27372,CHOCÓ,JURADÓ,25,635,3720,298,4678
592,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.068685187212121,1.77434966812837,27413,CHOCÓ,LLORÓ,0,61,4865,2122,7048
593,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.147779369444565,2.64983439119398,27425,CHOCÓ,MEDIO ATRATO,9,58,1340,7872,9279
594,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.11160913314183,2.69465287018068,27430,CHOCÓ,MEDIO BAUDÓ,6,33,774,6228,7041
595,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0539605736137412,2.85546050327147,27450,CHOCÓ,MEDIO SAN JUAN,4,74,1377,3119,4574
596,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.076912646813755,1.69615118536287,27491,CHOCÓ,NÓVITA,5,135,1959,2257,4356
597,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0572970316860881,2.44064463240806,27495,CHOCÓ,NUQUÍ,0,47,1393,1642,3082
598,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0264704741020435,1.21111278091833,27580,CHOCÓ,RÍO IRÓ,12,63,1073,784,1932
599,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0569163258229127,1.49470895588698,27600,CHOCÓ,RÍO QUITO,0,28,2168,1214,3410
600,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.128819502687917,1.70833502908281,27660,CHOCÓ,SAN JOSÉ DEL PALMAR,22,109,2826,4309,7266
601,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.128269840899266,2.21829234878675,27745,CHOCÓ,SIPÍ,2,5,140,3721,3868
602,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0582226495279277,1.89487652941945,27787,CHOCÓ,TADÓ,35,694,7235,3298,11262
603,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0973868221161138,1.75695858723759,27800,CHOCÓ,UNGUÍA,251,4107,8569,4663,17590
604,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0144723250901519,0.988236843093756,27810,CHOCÓ,UNIÓN PANAMERICANA,0,14,64,251,329
605,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.103251929189494,3.0725399598617,41001,HUILA,NEIVA,48,180,3184,9376,12788
606,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0409302322681215,1.13253951373507,41306,HUILA,GIGANTE,24,117,1492,3512,5145
607,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0202738667139901,0.748569305604696,41319,HUILA,GUADALUPE,4,28,257,1563,1852
608,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0157857349854628,0.781608242452152,41349,HUILA,HOBO,2,10,220,752,984
609,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0289721542661231,1.03318734594025,41357,HUILA,ÍQUIRA,15,56,590,2072,2733
610,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0300866490281322,1.58235623938191,41359,HUILA,ISNOS,32,133,1472,3291,4928
611,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0289393530520728,1.42020651415192,41378,HUILA,LA ARGENTINA,19,21,343,1152,1535
612,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.066161073312078,1.64939878064753,41396,HUILA,LA PLATA,90,119,1167,3984,5360
613,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0107198885357721,0.633438764204873,41483,HUILA,NÁTAGA,20,11,517,795,1343
614,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0126513733713998,0.638078324918219,41503,HUILA,OPORAPA,0,26,354,934,1314
615,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0226107484782072,1.19275880011063,41518,HUILA,PAICOL,0,0,21,102,123
616,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.071888209520778,1.81021164568259,41524,HUILA,PALERMO,21,28,292,1262,1603
617,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0159850346342379,0.702166332853897,41530,HUILA,PALESTINA,27,29,187,583,826
618,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0157301915336957,0.942967991830984,41548,HUILA,PITAL,5,5,147,483,640
619,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.051195756513395,1.49570866940155,41551,HUILA,PITALITO,31,122,1638,6017,7808
620,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0204252447975441,0.716597568485671,41615,HUILA,RIVERA,7,31,195,1156,1389
621,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.037881625037039,1.31963938709704,41660,HUILA,SALADOBLANCO,19,33,371,1100,1523
622,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.112832544106606,2.03264306793163,41668,HUILA,SAN AGUSTÍN,63,64,789,3622,4538
623,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0275860711617124,0.866627366643263,41676,HUILA,SANTA MARÍA,20,18,664,1485,2187
624,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0348926230023016,0.939421741647732,41770,HUILA,SUAZA,51,22,421,1339,1833
625,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0294657845835269,0.913107823220446,41791,HUILA,TARQUI,5,36,282,1691,2014
626,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0298221619365517,1.15652205767947,41797,HUILA,TESALIA,4,4,175,531,714
627,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0431367139839361,1.47176887837844,41799,HUILA,TELLO,25,83,1185,2970,4263
628,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0383378477823764,1.67802966035703,41801,HUILA,TERUEL,2,23,144,677,846
629,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0150814920993109,0.674090370174903,41807,HUILA,TIMANÁ,38,41,328,788,1195
630,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0442447444890641,1.36535316281224,41872,HUILA,VILLAVIEJA,0,18,277,570,865
631,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0270573241876247,0.95311024284985,41885,HUILA,YAGUARÁ,0,0,41,95,136
632,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.04927429968115,1.36576192165891,41298,HUILA,GARZÓN,15,151,962,5268,6396
633,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.00653203069681298,0.517464415758462,41244,HUILA,ELÍAS,0,4,21,81,106
634,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.128978174950546,2.34452405705272,41206,HUILA,COLOMBIA,60,108,3444,5017,8629
635,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0376195939225112,1.05818733725227,41132,HUILA,CAMPOALEGRE,4,29,552,2409,2994
636,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0639334243920071,1.49790211376324,41078,HUILA,BARAYA,52,93,1848,2986,4979
637,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0146991558457352,0.694521277688121,41026,HUILA,ALTAMIRA,0,4,38,188,230
638,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0479295456430517,1.26396791080964,41020,HUILA,ALGECIRAS,55,149,4471,9010,13685
639,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0647076019176922,2.13939571456977,41016,HUILA,AIPE,11,35,656,1962,2664
640,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0222369022276694,0.940085233290671,41013,HUILA,AGRADO,1,0,52,216,269
641,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0423620751402287,1.19966398872516,41006,HUILA,ACEVEDO,74,65,1950,3987,6076
642,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0662144732626898,1.49535743781447,44078,LA GUAJIRA,BARRANCAS,4,173,1890,2760,4827
643,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0191687723606399,0.901856258015445,44098,LA GUAJIRA,DISTRACCIÓN,1,45,644,299,989
644,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0200017375090098,0.710049635003346,44110,LA GUAJIRA,EL MOLINO,21,168,1955,2501,4645
645,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.039129421348191,1.31860274378746,44279,LA GUAJIRA,FONSECA,15,493,3529,3311,7348
646,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0177516228063739,1.14535242904461,44378,LA GUAJIRA,HATONUEVO,0,51,422,356,829
647,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0148255648326743,0.980501121360519,44420,LA GUAJIRA,LA JAGUA DEL PILAR,25,108,523,320,976
648,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0203317284213053,1.05069237693226,44855,LA GUAJIRA,URUMITA,7,182,1332,1022,2543
649,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0214786578599249,0.883065461092684,44874,LA GUAJIRA,VILLANUEVA,14,284,5665,3730,9693
650,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.255613641094654,3.03051560467315,44001,LA GUAJIRA,RIOHACHA,64,1077,14421,17519,33081
651,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0451706016094981,1.48541630983082,44035,LA GUAJIRA,ALBANIA,6,53,589,846,1494
652,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.144759524523554,2.01510617385718,44090,LA GUAJIRA,DIBULLA,81,697,5422,19709,25909
653,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.108351604514198,2.51543709210538,44650,LA GUAJIRA,SAN JUAN DEL CESAR,70,357,13932,3427,17786
654,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.653530936555752,6.11430387062503,44847,LA GUAJIRA,URIBIA,3,9,2196,377,2585
655,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.146361725787646,2.7406181053089,44430,LA GUAJIRA,MAICAO,98,361,4854,5218,10531
656,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.134152464554971,2.0687151214279,44560,LA GUAJIRA,MANAURE,7,3,262,346,618
657,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.025226493492338,0.861368759797831,47541,MAGDALENA,PEDRAZA,8,121,1331,1098,2558
658,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0335369408682325,1.26568004944645,47030,MAGDALENA,ALGARROBO,7,670,3018,2281,5976
659,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0932784087716935,1.99288095467235,47058,MAGDALENA,ARIGUANÍ,51,462,3235,2579,6327
660,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0146224078410092,0.700346519876758,47161,MAGDALENA,CERRO DE SAN ANTONIO,8,581,2998,878,4465
661,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0442544487189851,1.32637332080143,47170,MAGDALENA,CHIVOLO,220,1112,7589,2332,11253
662,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.00903317814487125,0.544326264913073,47205,MAGDALENA,CONCORDIA,17,85,1751,350,2203
663,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0459855579039865,1.1771096394091,47258,MAGDALENA,EL PIÑÓN,16,199,7268,1249,8732
664,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0216636011068716,0.964050656870635,47268,MAGDALENA,EL RETÉN,2,117,2448,2453,5020
665,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0464476578414243,1.18123421158921,47318,MAGDALENA,GUAMAL,18,122,1335,1205,2680
666,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0693807623477465,1.54540315496564,47460,MAGDALENA,NUEVA GRANADA,49,125,841,868,1883
667,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0544777710775807,2.34502622807446,47545,MAGDALENA,PIJIÑO DEL CARMEN,24,18,808,394,1244
668,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.135447217965364,2.35615572913696,47551,MAGDALENA,PIVIJAY,72,923,26788,11984,39767
669,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.120081279516876,2.47401127087897,47555,MAGDALENA,PLATO,144,881,12602,7704,21331
670,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0558461534713727,1.42903464693951,47570,MAGDALENA,PUEBLOVIEJO,3,78,5424,1672,7177
671,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0491533973005675,1.23406840066347,47605,MAGDALENA,REMOLINO,12,82,12692,1873,14659
672,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.102197578948077,2.48257007053142,47660,MAGDALENA,SABANAS DE SAN ÁNGEL,92,5079,5744,4266,15181
673,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0140783824367793,0.554730493393496,47675,MAGDALENA,SALAMINA,7,92,5090,587,5776
674,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0360207537861731,1.36219454393894,47692,MAGDALENA,SAN SEBASTIÁN DE BUENAVISTA,13,157,496,600,1266
675,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0221286567674859,1.11671799858253,47703,MAGDALENA,SAN ZENÓN,0,24,164,251,439
676,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0922595711719486,3.19741432438008,47707,MAGDALENA,SANTA ANA,71,98,839,706,1714
677,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0407327887679462,1.23207830495396,47720,MAGDALENA,SANTA BÁRBARA DE PINTO,0,42,143,290,475
678,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0802780539565065,1.54210984610042,47745,MAGDALENA,SITIONUEVO,15,150,14074,5071,19310
679,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0405727985759232,1.09941613447842,47798,MAGDALENA,TENERIFE,76,769,4856,2510,8211
680,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0307593686512908,1.13576817554018,47960,MAGDALENA,ZAPAYÁN,45,196,1599,465,2305
681,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0369071330307076,1.31672891382522,47980,MAGDALENA,ZONA BANANERA,121,1591,12788,20927,35427
682,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.143835395139032,2.64338105845747,47053,MAGDALENA,ARACATACA,91,807,11437,9733,22068
683,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.109546943916785,2.7092265404042,47189,MAGDALENA,CIÉNAGA,408,1832,22904,15711,40855
684,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0802552578376094,2.78852722431713,47288,MAGDALENA,FUNDACIÓN,151,1008,30311,14079,45549
685,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.194233279162712,3.12953530120022,47001,MAGDALENA,SANTA MARTA,304,1233,43508,41527,86572
686,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0670248913513324,1.67681179481071,47245,MAGDALENA,EL BANCO,44,192,3396,3412,7044
687,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.104714061485047,2.03977501189708,50001,META,VILLAVICENCIO,25,139,3162,5376,8702
688,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0915074472575655,2.07420720679617,50006,META,ACACÍAS,33,93,1651,1988,3765
689,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0328947309747597,1.31202711170599,50110,META,BARRANCA DE UPÍA,4,4,163,391,562
690,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0744032624065706,2.00884835232023,50124,META,CABUYARO,2,10,298,159,469
691,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0418996159834371,1.349329328662,50150,META,CASTILLA LA NUEVA,62,41,238,254,595
692,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0942699926021396,2.07509146958969,50223,META,CUBARRAL,36,96,608,555,1295
